"total_count","gender","district","municipality","ward","beneficiary_type","vulnerable","benef_from","dcode"
"26","Male","Ramechhap","Manthali   Municipality","3","RCB","N","RS_RV_RCB","21"
"687","Male","Ramechhap","Manthali   Municipality","3","RCB","N","SURVEY_RCB","21"
"14","Male","Ramechhap","Manthali   Municipality","3","RCB","Y","SURVEY_RCB","21"
"25","Male","Ramechhap","Manthali   Municipality","3","RTB","N","RS_RV_RTB","21"
"13","Male","Ramechhap","Manthali   Municipality","3","RTB","N","SURVEY_RTB","21"
"23","Male","Ramechhap","Manthali   Municipality","4","RCB","N","GRIEVANCE_PHASE_I","21"
"99","Male","Ramechhap","Manthali   Municipality","4","RCB","N","RS_RV_RCB","21"
"1004","Male","Ramechhap","Manthali   Municipality","4","RCB","N","SURVEY_RCB","21"
"11","Male","Ramechhap","Manthali   Municipality","4","RCB","Y","SURVEY_RCB","21"
"34","Male","Ramechhap","Manthali   Municipality","4","RTB","N","RS_RV_RTB","21"
"10","Male","Ramechhap","Manthali   Municipality","4","RTB","N","SURVEY_RTB","21"
"10","Male","Ramechhap","Manthali   Municipality","5","RCB","N","GRIEVANCE_PHASE_I","21"
"1","Male","Ramechhap","Manthali   Municipality","5","RCB","N","MANUAL","21"
"76","Male","Ramechhap","Manthali   Municipality","5","RCB","N","RS_RV_RCB","21"
"1","Male","Ramechhap","Manthali   Municipality","5","RCB","N","RS_RV_RTB","21"
"565","Male","Ramechhap","Manthali   Municipality","5","RCB","N","SURVEY_RCB","21"
"8","Male","Ramechhap","Manthali   Municipality","5","RCB","Y","SURVEY_RCB","21"
"30","Male","Ramechhap","Manthali   Municipality","5","RTB","N","RS_RV_RTB","21"
"5","Male","Ramechhap","Manthali   Municipality","5","RTB","N","SURVEY_RTB","21"
"32","Male","Ramechhap","Manthali   Municipality","6","RCB","N","GRIEVANCE_PHASE_I","21"
"1","Male","Ramechhap","Manthali   Municipality","6","RCB","N","MANUAL","21"
"40","Male","Ramechhap","Manthali   Municipality","6","RCB","N","RS_RV_RCB","21"
"513","Male","Ramechhap","Manthali   Municipality","6","RCB","N","SURVEY_RCB","21"
"8","Male","Ramechhap","Manthali   Municipality","6","RCB","Y","SURVEY_RCB","21"
"70","Male","Ramechhap","Manthali   Municipality","6","RTB","N","RS_RV_RTB","21"
"45","Male","Ramechhap","Manthali   Municipality","6","RTB","N","SURVEY_RTB","21"
"10","Male","Ramechhap","Manthali   Municipality","7","RCB","N","GRIEVANCE_PHASE_I","21"
"1","Male","Ramechhap","Manthali   Municipality","7","RCB","N","MANUAL","21"
"91","Male","Ramechhap","Manthali   Municipality","7","RCB","N","RS_RV_RCB","21"
"722","Male","Ramechhap","Manthali   Municipality","7","RCB","N","SURVEY_RCB","21"
"13","Male","Ramechhap","Manthali   Municipality","7","RCB","Y","SURVEY_RCB","21"
"30","Male","Ramechhap","Manthali   Municipality","7","RTB","N","RS_RV_RTB","21"
"4","Male","Ramechhap","Manthali   Municipality","7","RTB","N","SURVEY_RTB","21"
"1","Male","Ramechhap","Manthali   Municipality","8","GRB","N","RS_RV_RCB","21"
"24","Male","Ramechhap","Manthali   Municipality","8","RCB","N","GRIEVANCE_PHASE_I","21"
"1","Male","Ramechhap","Manthali   Municipality","8","RCB","N","MANUAL","21"
"37","Male","Ramechhap","Manthali   Municipality","8","RCB","N","RS_RV_RCB","21"
"567","Male","Ramechhap","Manthali   Municipality","8","RCB","N","SURVEY_RCB","21"
"15","Male","Ramechhap","Manthali   Municipality","8","RCB","Y","SURVEY_RCB","21"
"29","Male","Ramechhap","Manthali   Municipality","8","RTB","N","RS_RV_RTB","21"
"7","Male","Ramechhap","Manthali   Municipality","8","RTB","N","SURVEY_RTB","21"
"20","Male","Ramechhap","Manthali   Municipality","9","RCB","N","GRIEVANCE_PHASE_I","21"
"31","Male","Ramechhap","Manthali   Municipality","9","RCB","N","RS_RV_RCB","21"
"460","Male","Ramechhap","Manthali   Municipality","9","RCB","N","SURVEY_RCB","21"
"10","Male","Ramechhap","Manthali   Municipality","9","RCB","Y","SURVEY_RCB","21"
"70","Male","Ramechhap","Manthali   Municipality","9","RTB","N","RS_RV_RTB","21"
"6","Male","Ramechhap","Manthali   Municipality","9","RTB","N","SURVEY_RTB","21"
"1","Male","Ramechhap","Manthali   Municipality","10","RCB","N","GRIEVANCE_PHASE_I","21"
"37","Male","Ramechhap","Manthali   Municipality","10","RCB","N","RS_RV_RCB","21"
"396","Male","Ramechhap","Manthali   Municipality","10","RCB","N","SURVEY_RCB","21"
"4","Male","Ramechhap","Manthali   Municipality","10","RCB","Y","SURVEY_RCB","21"
"1","Male","Ramechhap","Manthali   Municipality","10","RTB","N","GRIEVANCE_RTB_II","21"
"28","Male","Ramechhap","Manthali   Municipality","10","RTB","N","RS_RV_RTB","21"
"29","Male","Ramechhap","Manthali   Municipality","10","RTB","N","SURVEY_RTB","21"
"1","Male","Ramechhap","Manthali   Municipality","11","GRB","N","RS_RV_RCB","21"
"33","Male","Ramechhap","Manthali   Municipality","11","RCB","N","GRIEVANCE_PHASE_I","21"
"1","Male","Ramechhap","Manthali   Municipality","11","RCB","N","GRIEVANCE_RCB_II","21"
"13","Male","Ramechhap","Manthali   Municipality","11","RCB","N","RS_RV_RCB","21"
"459","Male","Ramechhap","Manthali   Municipality","11","RCB","N","SURVEY_RCB","21"
"8","Male","Ramechhap","Manthali   Municipality","11","RCB","Y","SURVEY_RCB","21"
"201","Male","Ramechhap","Manthali   Municipality","11","RTB","N","RS_RV_RTB","21"
"31","Male","Ramechhap","Manthali   Municipality","11","RTB","N","SURVEY_RTB","21"
"7","Male","Ramechhap","Manthali   Municipality","12","RCB","N","GRIEVANCE_PHASE_I","21"
"15","Male","Ramechhap","Manthali   Municipality","12","RCB","N","RS_RV_RCB","21"
"471","Male","Ramechhap","Manthali   Municipality","12","RCB","N","SURVEY_RCB","21"
"5","Male","Ramechhap","Manthali   Municipality","12","RCB","Y","SURVEY_RCB","21"
"15","Male","Ramechhap","Manthali   Municipality","12","RTB","N","RS_RV_RTB","21"
"10","Male","Ramechhap","Manthali   Municipality","12","RTB","N","SURVEY_RTB","21"
"13","Male","Ramechhap","Manthali   Municipality","13","RCB","N","GRIEVANCE_PHASE_I","21"
"22","Male","Ramechhap","Manthali   Municipality","13","RCB","N","RS_RV_RCB","21"
"489","Male","Ramechhap","Manthali   Municipality","13","RCB","N","SURVEY_RCB","21"
"5","Male","Ramechhap","Manthali   Municipality","13","RCB","Y","SURVEY_RCB","21"
"1","Male","Ramechhap","Manthali   Municipality","13","RTB","N","MANUAL","21"
"37","Male","Ramechhap","Manthali   Municipality","13","RTB","N","RS_RV_RTB","21"
"7","Male","Ramechhap","Manthali   Municipality","13","RTB","N","SURVEY_RTB","21"
"6","Male","Ramechhap","Manthali   Municipality","14","RCB","N","GRIEVANCE_PHASE_I","21"
"17","Male","Ramechhap","Manthali   Municipality","14","RCB","N","RS_RV_RCB","21"
"285","Male","Ramechhap","Manthali   Municipality","14","RCB","N","SURVEY_RCB","21"
"3","Male","Ramechhap","Manthali   Municipality","14","RCB","Y","SURVEY_RCB","21"
"70","Male","Ramechhap","Manthali   Municipality","14","RTB","N","RS_RV_RTB","21"
"8","Male","Ramechhap","Manthali   Municipality","14","RTB","N","SURVEY_RTB","21"
"1","Male","Ramechhap","Manthali  Urban Municipality","8","RCB","N","MANUAL","21"
"10","Male","Ramechhap","Ramechhap   Municipality","1","RCB","N","GRIEVANCE_PHASE_I","21"
"7","Male","Ramechhap","Ramechhap   Municipality","1","RCB","N","RS_RV_RCB","21"
"376","Male","Ramechhap","Ramechhap   Municipality","1","RCB","N","SURVEY_RCB","21"
"6","Male","Ramechhap","Ramechhap   Municipality","1","RCB","Y","SURVEY_RCB","21"
"49","Male","Ramechhap","Ramechhap   Municipality","1","RTB","N","RS_RV_RTB","21"
"12","Male","Ramechhap","Ramechhap   Municipality","1","RTB","N","SURVEY_RTB","21"
"5","Male","Ramechhap","Ramechhap   Municipality","2","RCB","N","GRIEVANCE_PHASE_I","21"
"84","Male","Ramechhap","Ramechhap   Municipality","2","RCB","N","RS_RV_RCB","21"
"491","Male","Ramechhap","Ramechhap   Municipality","2","RCB","N","SURVEY_RCB","21"
"12","Male","Ramechhap","Ramechhap   Municipality","2","RCB","Y","SURVEY_RCB","21"
"144","Male","Ramechhap","Ramechhap   Municipality","2","RTB","N","RS_RV_RTB","21"
"6","Male","Ramechhap","Ramechhap   Municipality","2","RTB","N","SURVEY_RTB","21"
"6","Male","Ramechhap","Ramechhap   Municipality","3","RCB","N","GRIEVANCE_PHASE_I","21"
"50","Male","Ramechhap","Ramechhap   Municipality","3","RCB","N","RS_RV_RCB","21"
"423","Male","Ramechhap","Ramechhap   Municipality","3","RCB","N","SURVEY_RCB","21"
"4","Male","Ramechhap","Ramechhap   Municipality","3","RCB","Y","SURVEY_RCB","21"
"27","Male","Ramechhap","Ramechhap   Municipality","3","RTB","N","RS_RV_RTB","21"
"5","Male","Ramechhap","Ramechhap   Municipality","3","RTB","N","SURVEY_RTB","21"
"16","Male","Ramechhap","Ramechhap   Municipality","4","RCB","N","GRIEVANCE_PHASE_I","21"
"31","Male","Ramechhap","Ramechhap   Municipality","4","RCB","N","RS_RV_RCB","21"
"699","Male","Ramechhap","Ramechhap   Municipality","4","RCB","N","SURVEY_RCB","21"
"9","Male","Ramechhap","Ramechhap   Municipality","4","RCB","Y","SURVEY_RCB","21"
"55","Male","Ramechhap","Ramechhap   Municipality","4","RTB","N","RS_RV_RTB","21"
"38","Male","Ramechhap","Ramechhap   Municipality","4","RTB","N","SURVEY_RTB","21"
"6","Male","Ramechhap","Ramechhap   Municipality","5","RCB","N","GRIEVANCE_PHASE_I","21"
"1","Male","Ramechhap","Ramechhap   Municipality","5","RCB","N","MANUAL","21"
"11","Male","Ramechhap","Ramechhap   Municipality","5","RCB","N","RS_RV_RCB","21"
"423","Male","Ramechhap","Ramechhap   Municipality","5","RCB","N","SURVEY_RCB","21"
"18","Male","Ramechhap","Ramechhap   Municipality","5","RCB","Y","SURVEY_RCB","21"
"76","Male","Ramechhap","Ramechhap   Municipality","5","RTB","N","RS_RV_RTB","21"
"21","Male","Ramechhap","Ramechhap   Municipality","5","RTB","N","SURVEY_RTB","21"
"8","Male","Ramechhap","Ramechhap   Municipality","6","RCB","N","GRIEVANCE_PHASE_I","21"
"21","Male","Ramechhap","Ramechhap   Municipality","6","RCB","N","RS_RV_RCB","21"
"881","Male","Ramechhap","Ramechhap   Municipality","6","RCB","N","SURVEY_RCB","21"
"13","Male","Ramechhap","Ramechhap   Municipality","6","RCB","Y","SURVEY_RCB","21"
"34","Male","Ramechhap","Ramechhap   Municipality","6","RTB","N","RS_RV_RTB","21"
"13","Male","Ramechhap","Ramechhap   Municipality","6","RTB","N","SURVEY_RTB","21"
"5","Male","Ramechhap","Ramechhap   Municipality","7","GRB","N","RS_RV_RCB","21"
"1","Male","Ramechhap","Ramechhap   Municipality","7","GRB","N","RS_RV_RTB","21"
"32","Male","Ramechhap","Ramechhap   Municipality","7","RCB","N","GRIEVANCE_PHASE_I","21"
"27","Male","Ramechhap","Ramechhap   Municipality","7","RCB","N","RS_RV_RCB","21"
"716","Male","Ramechhap","Ramechhap   Municipality","7","RCB","N","SURVEY_RCB","21"
"17","Male","Ramechhap","Ramechhap   Municipality","7","RCB","Y","SURVEY_RCB","21"
"26","Male","Ramechhap","Ramechhap   Municipality","7","RTB","N","RS_RV_RTB","21"
"16","Male","Ramechhap","Ramechhap   Municipality","7","RTB","N","SURVEY_RTB","21"
"7","Male","Ramechhap","Ramechhap   Municipality","8","RCB","N","GRIEVANCE_PHASE_I","21"
"74","Male","Ramechhap","Ramechhap   Municipality","8","RCB","N","RS_RV_RCB","21"
"182","Male","Ramechhap","Ramechhap   Municipality","8","RCB","N","SURVEY_RCB","21"
"1","Male","Ramechhap","Ramechhap   Municipality","8","RCB","Y","SURVEY_RCB","21"
"75","Male","Ramechhap","Ramechhap   Municipality","8","RTB","N","RS_RV_RTB","21"
"1","Male","Ramechhap","Ramechhap   Municipality","8","RTB","N","SURVEY_RTB","21"
"2","Male","Ramechhap","Ramechhap   Municipality","9","RCB","N","GRIEVANCE_PHASE_I","21"
"9","Male","Ramechhap","Ramechhap   Municipality","9","RCB","N","RS_RV_RCB","21"
"23","Male","Ramechhap","Ramechhap   Municipality","9","RCB","N","SURVEY_RCB","21"
"1","Male","Ramechhap","Ramechhap   Municipality","9","RCB","Y","SURVEY_RCB","21"
"18","Male","Ramechhap","Ramechhap   Municipality","9","RTB","N","RS_RV_RTB","21"
"2","Male","Ramechhap","Ramechhap   Municipality","9","RTB","N","SURVEY_RTB","21"
"1","Male","Ramechhap","Ramechhap  Urban Municipality","1","RTB","N","MANUAL","21"
"1","Male","Ramechhap","Ramechhap  Urban Municipality","2","RCB","N","MANUAL","21"
"2","Male","Ramechhap","Ramechhap  Urban Municipality","4","RCB","N","MANUAL","21"
"1","Male","Ramechhap","Ramechhap  Urban Municipality","8","RCB","N","MANUAL","21"
"21","Male","Ramechhap","Sunapati Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","21"
"43","Male","Ramechhap","Sunapati Rural Municipality","1","RCB","N","RS_RV_RCB","21"
"420","Male","Ramechhap","Sunapati Rural Municipality","1","RCB","N","SURVEY_RCB","21"
"6","Male","Ramechhap","Sunapati Rural Municipality","1","RCB","Y","SURVEY_RCB","21"
"37","Male","Ramechhap","Sunapati Rural Municipality","1","RTB","N","RS_RV_RTB","21"
"143","Male","Ramechhap","Sunapati Rural Municipality","1","RTB","N","SURVEY_RTB","21"
"8","Male","Ramechhap","Sunapati Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","21"
"49","Male","Ramechhap","Sunapati Rural Municipality","2","RCB","N","RS_RV_RCB","21"
"527","Male","Ramechhap","Sunapati Rural Municipality","2","RCB","N","SURVEY_RCB","21"
"25","Male","Ramechhap","Sunapati Rural Municipality","2","RCB","Y","SURVEY_RCB","21"
"1","Male","Ramechhap","Sunapati Rural Municipality","2","RTB","N","GRIEVANCE_RTB_II","21"
"33","Male","Ramechhap","Sunapati Rural Municipality","2","RTB","N","RS_RV_RTB","21"
"10","Male","Ramechhap","Sunapati Rural Municipality","2","RTB","N","SURVEY_RTB","21"
"34","Male","Ramechhap","Sunapati Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","21"
"14","Male","Ramechhap","Sunapati Rural Municipality","3","RCB","N","RS_RV_RCB","21"
"386","Male","Ramechhap","Sunapati Rural Municipality","3","RCB","N","SURVEY_RCB","21"
"4","Male","Ramechhap","Sunapati Rural Municipality","3","RCB","Y","SURVEY_RCB","21"
"53","Male","Ramechhap","Sunapati Rural Municipality","3","RTB","N","RS_RV_RTB","21"
"139","Male","Ramechhap","Sunapati Rural Municipality","3","RTB","N","SURVEY_RTB","21"
"24","Male","Ramechhap","Sunapati Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","21"
"77","Male","Ramechhap","Sunapati Rural Municipality","4","RCB","N","RS_RV_RCB","21"
"727","Male","Ramechhap","Sunapati Rural Municipality","4","RCB","N","SURVEY_RCB","21"
"12","Male","Ramechhap","Sunapati Rural Municipality","4","RCB","Y","SURVEY_RCB","21"
"76","Male","Ramechhap","Sunapati Rural Municipality","4","RTB","N","RS_RV_RTB","21"
"116","Male","Ramechhap","Sunapati Rural Municipality","4","RTB","N","SURVEY_RTB","21"
"38","Male","Ramechhap","Sunapati Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","21"
"64","Male","Ramechhap","Sunapati Rural Municipality","5","RCB","N","RS_RV_RCB","21"
"742","Male","Ramechhap","Sunapati Rural Municipality","5","RCB","N","SURVEY_RCB","21"
"10","Male","Ramechhap","Sunapati Rural Municipality","5","RCB","Y","SURVEY_RCB","21"
"74","Male","Ramechhap","Sunapati Rural Municipality","5","RTB","N","RS_RV_RTB","21"
"10","Male","Ramechhap","Sunapati Rural Municipality","5","RTB","N","SURVEY_RTB","21"
"14","Male","Ramechhap","Umakund Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","21"
"10","Male","Ramechhap","Umakund Rural Municipality","1","RCB","N","RS_RV_RCB","21"
"501","Male","Ramechhap","Umakund Rural Municipality","1","RCB","N","SURVEY_RCB","21"
"6","Male","Ramechhap","Umakund Rural Municipality","1","RCB","Y","SURVEY_RCB","21"
"4","Male","Ramechhap","Umakund Rural Municipality","1","RTB","N","RS_RV_RTB","21"
"2","Male","Ramechhap","Umakund Rural Municipality","1","RTB","N","SURVEY_RTB","21"
"40","Male","Ramechhap","Umakund Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","21"
"95","Male","Ramechhap","Umakund Rural Municipality","2","RCB","N","RS_RV_RCB","21"
"687","Male","Ramechhap","Umakund Rural Municipality","2","RCB","N","SURVEY_RCB","21"
"5","Male","Ramechhap","Umakund Rural Municipality","2","RCB","Y","SURVEY_RCB","21"
"10","Male","Ramechhap","Umakund Rural Municipality","2","RTB","N","RS_RV_RTB","21"
"14","Male","Ramechhap","Umakund Rural Municipality","2","RTB","N","SURVEY_RTB","21"
"20","Male","Ramechhap","Umakund Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","21"
"69","Male","Ramechhap","Umakund Rural Municipality","3","RCB","N","RS_RV_RCB","21"
"585","Male","Ramechhap","Umakund Rural Municipality","3","RCB","N","SURVEY_RCB","21"
"7","Male","Ramechhap","Umakund Rural Municipality","3","RCB","Y","SURVEY_RCB","21"
"26","Male","Ramechhap","Umakund Rural Municipality","3","RTB","N","RS_RV_RTB","21"
"13","Male","Ramechhap","Umakund Rural Municipality","3","RTB","N","SURVEY_RTB","21"
"26","Male","Ramechhap","Umakund Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","21"
"3","Male","Ramechhap","Umakund Rural Municipality","4","RCB","N","MANUAL","21"
"38","Male","Ramechhap","Umakund Rural Municipality","4","RCB","N","RS_RV_RCB","21"
"457","Male","Ramechhap","Umakund Rural Municipality","4","RCB","N","SURVEY_RCB","21"
"8","Male","Ramechhap","Umakund Rural Municipality","4","RCB","Y","SURVEY_RCB","21"
"61","Male","Ramechhap","Umakund Rural Municipality","4","RTB","N","RS_RV_RTB","21"
"27","Male","Ramechhap","Umakund Rural Municipality","4","RTB","N","SURVEY_RTB","21"
"17","Male","Ramechhap","Umakund Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","21"
"3","Male","Ramechhap","Umakund Rural Municipality","5","RCB","N","MANUAL","21"
"49","Male","Ramechhap","Umakund Rural Municipality","5","RCB","N","RS_RV_RCB","21"
"402","Male","Ramechhap","Umakund Rural Municipality","5","RCB","N","SURVEY_RCB","21"
"6","Male","Ramechhap","Umakund Rural Municipality","5","RCB","Y","SURVEY_RCB","21"
"27","Male","Ramechhap","Umakund Rural Municipality","5","RTB","N","RS_RV_RTB","21"
"42","Male","Ramechhap","Umakund Rural Municipality","5","RTB","N","SURVEY_RTB","21"
"12","Male","Ramechhap","Umakund Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","21"
"20","Male","Ramechhap","Umakund Rural Municipality","6","RCB","N","RS_RV_RCB","21"
"316","Male","Ramechhap","Umakund Rural Municipality","6","RCB","N","SURVEY_RCB","21"
"4","Male","Ramechhap","Umakund Rural Municipality","6","RCB","Y","SURVEY_RCB","21"
"11","Male","Ramechhap","Umakund Rural Municipality","6","RTB","N","RS_RV_RTB","21"
"8","Male","Ramechhap","Umakund Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","21"
"1","Male","Ramechhap","Umakund Rural Municipality","7","RCB","N","MANUAL","21"
"31","Male","Ramechhap","Umakund Rural Municipality","7","RCB","N","RS_RV_RCB","21"
"447","Male","Ramechhap","Umakund Rural Municipality","7","RCB","N","SURVEY_RCB","21"
"16","Male","Ramechhap","Umakund Rural Municipality","7","RTB","N","RS_RV_RTB","21"
"6","Male","Ramechhap","Umakund Rural Municipality","7","RTB","N","SURVEY_RTB","21"
"1","Male","Rasuwa","Gosaikunda Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","29"
"30","Male","Rasuwa","Gosaikunda Rural Municipality","1","RCB","N","RS_RV_RCB","29"
"239","Male","Rasuwa","Gosaikunda Rural Municipality","1","RCB","N","SURVEY_RCB","29"
"3","Male","Rasuwa","Gosaikunda Rural Municipality","1","RCB","Y","SURVEY_RCB","29"
"1","Male","Rasuwa","Gosaikunda Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","29"
"6","Male","Rasuwa","Gosaikunda Rural Municipality","2","RCB","N","RS_RV_RCB","29"
"93","Male","Rasuwa","Gosaikunda Rural Municipality","2","RCB","N","SURVEY_RCB","29"
"2","Male","Rasuwa","Gosaikunda Rural Municipality","2","RCB","Y","SURVEY_RCB","29"
"3","Male","Rasuwa","Gosaikunda Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","29"
"18","Male","Rasuwa","Gosaikunda Rural Municipality","3","RCB","N","RS_RV_RCB","29"
"152","Male","Rasuwa","Gosaikunda Rural Municipality","3","RCB","N","SURVEY_RCB","29"
"2","Male","Rasuwa","Gosaikunda Rural Municipality","3","RCB","Y","SURVEY_RCB","29"
"4","Male","Rasuwa","Gosaikunda Rural Municipality","3","RTB","N","SURVEY_RTB","29"
"1","Male","Rasuwa","Gosaikunda Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","29"
"12","Male","Rasuwa","Gosaikunda Rural Municipality","4","RCB","N","RS_RV_RCB","29"
"90","Male","Rasuwa","Gosaikunda Rural Municipality","4","RCB","N","SURVEY_RCB","29"
"2","Male","Rasuwa","Gosaikunda Rural Municipality","4","RTB","N","SURVEY_RTB","29"
"16","Male","Rasuwa","Gosaikunda Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","29"
"33","Male","Rasuwa","Gosaikunda Rural Municipality","5","RCB","N","RS_RV_RCB","29"
"401","Male","Rasuwa","Gosaikunda Rural Municipality","5","RCB","N","SURVEY_RCB","29"
"9","Male","Rasuwa","Gosaikunda Rural Municipality","5","RCB","Y","SURVEY_RCB","29"
"18","Male","Rasuwa","Gosaikunda Rural Municipality","5","RTB","N","RS_RV_RTB","29"
"39","Male","Rasuwa","Gosaikunda Rural Municipality","5","RTB","N","SURVEY_RTB","29"
"1","Male","Rasuwa","Gosaikunda Rural Municipality","6","GRB","N","RS_RV_RCB","29"
"23","Male","Rasuwa","Gosaikunda Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","29"
"59","Male","Rasuwa","Gosaikunda Rural Municipality","6","RCB","N","RS_RV_RCB","29"
"1","Male","Rasuwa","Gosaikunda Rural Municipality","6","RCB","N","RS_RV_RTB","29"
"363","Male","Rasuwa","Gosaikunda Rural Municipality","6","RCB","N","SURVEY_RCB","29"
"7","Male","Rasuwa","Gosaikunda Rural Municipality","6","RCB","Y","SURVEY_RCB","29"
"7","Male","Rasuwa","Gosaikunda Rural Municipality","6","RTB","N","SURVEY_RTB","29"
"38","Male","Rasuwa","Kalika Rural Municipality","1","RCB","N","RS_RV_RCB","29"
"493","Male","Rasuwa","Kalika Rural Municipality","1","RCB","N","SURVEY_RCB","29"
"4","Male","Rasuwa","Kalika Rural Municipality","1","RCB","Y","SURVEY_RCB","29"
"2","Male","Rasuwa","Kalika Rural Municipality","1","RTB","N","SURVEY_RTB","29"
"4","Male","Rasuwa","Kalika Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","29"
"39","Male","Rasuwa","Kalika Rural Municipality","2","RCB","N","RS_RV_RCB","29"
"444","Male","Rasuwa","Kalika Rural Municipality","2","RCB","N","SURVEY_RCB","29"
"5","Male","Rasuwa","Kalika Rural Municipality","2","RCB","Y","SURVEY_RCB","29"
"1","Male","Rasuwa","Kalika Rural Municipality","2","RTB","N","RS_RV_RTB","29"
"6","Male","Rasuwa","Kalika Rural Municipality","2","RTB","N","SURVEY_RTB","29"
"25","Male","Rasuwa","Kalika Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","29"
"51","Male","Rasuwa","Kalika Rural Municipality","3","RCB","N","RS_RV_RCB","29"
"307","Male","Rasuwa","Kalika Rural Municipality","3","RCB","N","SURVEY_RCB","29"
"2","Male","Rasuwa","Kalika Rural Municipality","3","RCB","Y","SURVEY_RCB","29"
"6","Male","Rasuwa","Kalika Rural Municipality","3","RTB","N","RS_RV_RTB","29"
"4","Male","Rasuwa","Kalika Rural Municipality","3","RTB","N","SURVEY_RTB","29"
"7","Male","Rasuwa","Kalika Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","29"
"20","Male","Rasuwa","Kalika Rural Municipality","4","RCB","N","RS_RV_RCB","29"
"241","Male","Rasuwa","Kalika Rural Municipality","4","RCB","N","SURVEY_RCB","29"
"1","Male","Rasuwa","Kalika Rural Municipality","4","RTB","N","SURVEY_RTB","29"
"2","Male","Rasuwa","Kalika Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","29"
"43","Male","Rasuwa","Kalika Rural Municipality","5","RCB","N","RS_RV_RCB","29"
"376","Male","Rasuwa","Kalika Rural Municipality","5","RCB","N","SURVEY_RCB","29"
"5","Male","Rasuwa","Kalika Rural Municipality","5","RCB","Y","SURVEY_RCB","29"
"2","Male","Rasuwa","Kalika Rural Municipality","5","RTB","N","RS_RV_RTB","29"
"2","Male","Rasuwa","Kalika Rural Municipality","5","RTB","N","SURVEY_RTB","29"
"13","Male","Rasuwa","Naukunda Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","29"
"20","Male","Rasuwa","Naukunda Rural Municipality","1","RCB","N","RS_RV_RCB","29"
"525","Male","Rasuwa","Naukunda Rural Municipality","1","RCB","N","SURVEY_RCB","29"
"10","Male","Rasuwa","Naukunda Rural Municipality","1","RCB","Y","SURVEY_RCB","29"
"4","Male","Rasuwa","Naukunda Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","29"
"11","Male","Rasuwa","Naukunda Rural Municipality","2","RCB","N","RS_RV_RCB","29"
"420","Male","Rasuwa","Naukunda Rural Municipality","2","RCB","N","SURVEY_RCB","29"
"3","Male","Rasuwa","Naukunda Rural Municipality","2","RCB","Y","SURVEY_RCB","29"
"5","Male","Rasuwa","Naukunda Rural Municipality","2","RTB","N","RS_RV_RTB","29"
"51","Male","Rasuwa","Naukunda Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","29"
"22","Male","Rasuwa","Naukunda Rural Municipality","3","RCB","N","RS_RV_RCB","29"
"411","Male","Rasuwa","Naukunda Rural Municipality","3","RCB","N","SURVEY_RCB","29"
"11","Male","Rasuwa","Naukunda Rural Municipality","3","RCB","Y","SURVEY_RCB","29"
"30","Male","Rasuwa","Naukunda Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","29"
"18","Male","Rasuwa","Naukunda Rural Municipality","4","RCB","N","RS_RV_RCB","29"
"378","Male","Rasuwa","Naukunda Rural Municipality","4","RCB","N","SURVEY_RCB","29"
"2","Male","Rasuwa","Naukunda Rural Municipality","4","RCB","Y","SURVEY_RCB","29"
"4","Male","Rasuwa","Naukunda Rural Municipality","4","RTB","N","RS_RV_RTB","29"
"1","Male","Rasuwa","Naukunda Rural Municipality","4","RTB","N","SURVEY_RTB","29"
"4","Male","Rasuwa","Naukunda Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","29"
"17","Male","Rasuwa","Naukunda Rural Municipality","5","RCB","N","RS_RV_RCB","29"
"494","Male","Rasuwa","Naukunda Rural Municipality","5","RCB","N","SURVEY_RCB","29"
"9","Male","Rasuwa","Naukunda Rural Municipality","5","RCB","Y","SURVEY_RCB","29"
"2","Male","Rasuwa","Naukunda Rural Municipality","6","HRB","N","MANUAL","29"
